sku;family;categories;color_scanning;maximum_print_size;multifunctional_functions;weight;power_requirements;description-fr_FR-print;description-fr_FR-mobile;description-en_US-print;description-en_US-mobile;description-de_DE-print;description-de_DE-mobile;name;release_date
1356332;multifunctionals;multifunctionals,hp;;;fax,scan,n;;"Input voltage 110 to 127 VAC (+/- 10%), 50/60 Hz (+/- 2 Hz), 4.5 A; 220 to 240 VAC (+/- 10%), 50/60 Hz (+/- 2 Hz), 2.6 A";Combinez les performances, la valeur ajoutée et la fiabilité : vous obtenez l'outil idéal. L'imprimante MFP HP série M1522 permet d'obtenir des impressions et des copies rapides. Tout cela grâce à la technologie HP de fusion instantanée, avec des débits pouvant atteindre 23 ppm. La technologie HP (toner sphérique et cartouches intelligentes) permet d'optimiser la qualité d'impression et la fiabilité. Des performances accrues, grâce à la vitesse de traitement, aux langages d'impression sophistiqués, à la numérisation couleur et à une capacité de 300 pages pour stocker les télécopies [p1].;Voici un MFP HP convivial qui permet d'optimiser votre efficacité et votre productivité. Le toner sphérique et les cartouches intelligentes permettent d'optimiser la qualité d'impression et la fiabilité. Vous pouvez obtenir davantage, grâce aux fonctions d'impression, de copie, de numérisation et télécopie sophistiquées.;<b>Overview </b>\n \nIncrease effectiveness and productivity with an easy-to-use high-performance HP MFP. HP spherical toner and an intelligent cartridge optimise print quality and reliability. Do more with fast, high-quality print, copy, scan and fax functionality.\n \n\n<b>Features </b>\n \n• This affordable HP MFP delivers print, copy, scan and fax1functionality. Hi-Speed USB 2.0 connectivity and fast, secure networking enable you to easily share this device. Handle complex files with a 450 MHz processor and memory up to 64 MB.\n \n• Get great performance with fast processing, sophisticated printer languages, colour scanning capabilities and a fax storage1 capacity of over 300 pages. HP spherical toner and an intelligent cartridge enable professional-quality output.\n \n• See productivity soar with an HP MFP that's fast and efficient. Print and copy jobs start and finish quickly with Instant-on Technology and speeds up to 23 ppm. Default copy collation saves you the effort of having to sort documents manually. \n;LaserJet M1522nf, 23ppm, 600 x 600 dpi, Motorola Coldfire® V5e 450 MHz;"<span style=""font-size: larger; font-weight: bold;"">Overview</span><br />Benutzerfreundlicher, leistungsstarker HP MFP für gesteigerte Effizienz und Produktivität. Rund geformte Tonerpartikel von HP und eine intelligente Kassette optimieren Druckqualität und Zuverlässigkeit. Produktiveres Arbeiten durch schnelle, hochwertige Druck-, Kopier-, Scan- und Faxfunktionen.<br /><br /><span style=""font-size: larger; font-weight: bold;"">Features</span><br />&bull;&nbsp;Dieser preisgünstige HP MFP bietet Druck-, Kopier-, Scan- und Faxfunktionalität<SUP>1</SUP>. Hi-Speed USB 2.0 Schnittstelle und schneller, sicherer Netzwerkbetrieb zum einfachen gemeinsamen Nutzen des Geräts. 450 MHz Prozessor und bis zu 64 MB Hauptspeicher zum Verarbeiten komplexer Dateien.<br /><br />\n&bull;&nbsp;Herausragende Leistung durch schnelle Verarbeitung, durchdachte Druckersprachen, Farbscannerfunktionalität und Faxspeicherkapazität<SUP>1</SUP> für über 300 Seiten. Rund geformte Tonerpartikel von HP und eine intelligente Druckkassette ermöglichen Ausgaben in Profiqualität.<br /><br />\n&bull;&nbsp;Schneller und effektiver HP MFP für gesteigerte Produktivität. Instant-on-Technologie und Geschwindigkeiten von bis zu 23 S./Min. zum schnellen Starten und Abschließen von Druck- und Kopieraufträgen. Die Standardsortiervorrichtung erspart ein manuelles Sortieren der Dokumente.<br /><br />\n<SUP>1</SUP><i> Funktion nur bei der HP LaserJet M1522NF MFP-Serie verfügbar<br />\n</i>";HP LaserJet M1522NF MFP;HP LaserJet M1522nf Multifunction Printer;2007-12-12
1356372;multifunctionals;multifunctionals,hp;;;scan,n;;"110 - 127 VAC (+/- 10%), 50/60 Hz (+/- 2 Hz), 4.5 amp; 220 - 240 VAC (+/- 10%), 50/60 Hz (+/- 2 Hz), 2.3 amp";Une productivité optimisée grâce à cette imprimante MFP HP LaserJet polyvalente et économique. Utilisation et entretien simplifiés. Vous pouvez rapidement imprimer, numériser et copier des documents, où que vous soyez. Un texte en gras, bien délimité, et des images nettes pour des documents de qualité professionnelle, grâce au toner sphérique de HP. Une vitesse d'impression accrue (19 ppm et première page rapide) lorsque vous quittez le mode économie d'énergie, grâce à la technologie HP de fusion instantanée. L'intelligence intégrée aux cartouches d'impression HP optimise la qualité de l'impression et la fiabilité.;Optimisez votre productivité avec cette imprimante multifonction HP LaserJet. Rapide, fiable et conviviale, elle vous fait profiter de fonctions d'impression, de numérisation et de copie à moindre coût.;<b>Overview </b>\n \nBoost productivity with this fast, reliable and very easy-to-use HP LaserJet MFP which delivers print, scan and copy functionality to your desktop, all at an affordable price.\n \n<b>Features </b>\n \n \n• Get the performance you need at a price that's right with this fast, black and white MFP. Get fast print speeds of up to 19 ppm and a fast first page out, Hi-Speed USB connectivity, a 230 MHz processor and up to 32 MB memory, and host-based printing.\n \n• This HP MFP redefines simplicity with fast, easy installation and use, minimal user intervention, an intuitive, two-line, backlit, high-resolution front panel display, and the Original HP LaserJet print cartridge design with built-in intelligence.\n \n• Enhance productivity with a device that enables you to do more from one location. This HP MFP with print, scan, and copy functionality and HP patented spherical toner, quickly produces high quality results and offers flexible paper handling. \n;LaserJet M1120 MFP, 19 ppm, 600 x 600 dpi, USB 2.0;Vielseitige und erschwingliche HP LaserJet MFP-Serie für höhere Produktivität. Einfache Installation und Wartung und schnelles Drucken, Scannen und Kopieren an einem Platz. Patentierte, rund geformte Tonerpartikel von HP für Dokumente in Profiqualität mit brillanten, gestochen scharfen Texten und Bildern. Hohe Druckgeschwindigkeit von bis zu 19 S./Min. und Instant-on-Technologie für schnelle Ausgabe der ersten Seite aus dem Energiesparmodus heraus. Die in die Original HP Kassette integrierte Intelligenz optimiert Druckqualität und Zuverlässigkeit.;Gesteigerte Produktivität durch diesen schnellen, zuverlässigen und überaus benutzerfreundlichen HP LaserJet MFP, der Desktop-Funktionalität zum Drucken, Scannen und Kopieren zu einem attraktiven Preis bietet.;HP LaserJet M1120 Multifunction Printer;2007-12-12
1356373;multifunctionals;multifunctionals,hp;;;scan,n;;"110 - 127 VAC (+/- 10%), 50/60 Hz (+/- 2 Hz), 4.5 amp; 220 - 240 VAC (+/- 10%), 50/60 Hz (+/- 2 Hz), 2.3 amp";Une productivité optimisée grâce à cette imprimante MFP HP LaserJet polyvalente et économique. Utilisation et entretien simplifiés. Vous pouvez rapidement imprimer, numériser et copier des documents, où que vous soyez. Un texte en gras, bien délimité, et des images nettes pour des documents de qualité professionnelle, grâce au toner sphérique de HP. Une vitesse d'impression accrue (19 ppm et première page rapide) lorsque vous quittez le mode économie d'énergie, grâce à la technologie HP de fusion instantanée. L'intelligence intégrée aux cartouches d'impression HP optimise la qualité de l'impression et la fiabilité.;Optimisez votre productivité avec cette imprimante multifonction HP LaserJet. Rapide, fiable et conviviale, elle vous fait profiter de fonctions d'impression, de numérisation et de copie à moindre coût.;<b>Overview </b>\n \nBoost productivity with this fast, reliable and very easy-to-use HP LaserJet MFP which delivers print, scan and copy functionality to your desktop, all at an affordable price.\n \n\n<b>Features </b>\n \n \n• Get the performance you need at a price that's right with this fast, black and white MFP. Get fast print speeds of up to 19 ppm and a fast first page out, Hi-Speed USB connectivity, a 230 MHz processor and up to 32 MB memory, and host-based printing.\n \n• This HP MFP redefines simplicity with fast, easy installation and use, minimal user intervention, an intuitive, two-line, backlit, high-resolution front panel display, and the Original HP LaserJet print cartridge design with built-in intelligence.\n \n• Enhance productivity with a device that enables you to do more from one location. This HP MFP with print, scan, and copy functionality and HP patented spherical toner, quickly produces high quality results and offers flexible paper handling. \n;LaserJet M1120n MFP,19ppm, 600 x 600 dpi, Casaba B, 230 MHz;Vielseitige und erschwingliche HP LaserJet MFP-Serie für höhere Produktivität. Einfache Installation und Wartung und schnelles Drucken, Scannen und Kopieren an einem Platz. Patentierte, rund geformte Tonerpartikel von HP für Dokumente in Profiqualität mit brillanten, gestochen scharfen Texten und Bildern. Hohe Druckgeschwindigkeit von bis zu 19 S./Min. und Instant-on-Technologie für schnelle Ausgabe der ersten Seite aus dem Energiesparmodus heraus. Die in die Original HP Kassette integrierte Intelligenz optimiert Druckqualität und Zuverlässigkeit.;Gesteigerte Produktivität durch diesen schnellen, zuverlässigen und überaus benutzerfreundlichen HP LaserJet MFP, der Desktop-Funktionalität zum Drucken, Scannen und Kopieren zu einem attraktiven Preis bietet.;HP LaserJet M1120n Multifunction Printer;2007-12-12
1356374;multifunctionals;multifunctionals,hp;;;scan,n;;"Input voltage 110 to 127 VAC (+/- 10%), 50/60 Hz (+/- 2 Hz), 4.5 A; 220 to 240 VAC (+/- 10%), 50/60 Hz (+/- 2 Hz), 2.6 A";Combinez les performances, la valeur ajoutée et la fiabilité : vous obtenez l'outil idéal. L'imprimante MFP HP série M1522 permet d'obtenir des impressions et des copies rapides. Tout cela grâce à la technologie HP de fusion instantanée, avec des débits pouvant atteindre 23 ppm. La technologie HP (toner sphérique et cartouches intelligentes) permet d'optimiser la qualité d'impression et la fiabilité. Des performances accrues, grâce à la vitesse de traitement, aux langages d'impression sophistiqués, à la numérisation couleur et à une capacité de 300 pages pour stocker les télécopies [p1].;Voici un MFP HP convivial qui permet d'optimiser votre efficacité et votre productivité. Le toner sphérique et les cartouches intelligentes permettent d'optimiser la qualité d'impression et la fiabilité. Vous pouvez obtenir davantage, grâce aux fonctions d'impression, de copie, de numérisation et télécopie sophistiquées.;<b>Overview </b>\n \nIncrease effectiveness and productivity with an easy-to-use high-performance HP MFP. HP spherical toner and an intelligent cartridge optimise print quality and reliability. Do more with fast, high-quality print, copy, scan and fax functionality.\n \n\n<b>Features </b>\n \n• This affordable HP MFP delivers print, copy, scan and fax1functionality. Hi-Speed USB 2.0 connectivity and fast, secure networking enable you to easily share this device. Handle complex files with a 450 MHz processor and memory up to 64 MB.\n \n• Get great performance with fast processing, sophisticated printer languages, colour scanning capabilities and a fax storage1 capacity of over 300 pages. HP spherical toner and an intelligent cartridge enable professional-quality output.\n \n• See productivity soar with an HP MFP that's fast and efficient. Print and copy jobs start and finish quickly with Instant-on Technology and speeds up to 23 ppm. Default copy collation saves you the effort of having to sort documents manually. \n;LaserJet M1522N, 23ppm, 600 x 600 dpi, Motorola Coldfire V5e 450 MHz;Hohe Leistung, gutes Preis-Leistungs-Verhältnis und zuverlässige Funktionalität sorgen für maximale Produktivität. Durch Instant-on-Technologie und Geschwindigkeiten von bis zu 23 S./Min. ist die HP M1522 MFP-Serie für schnelles Drucken und Kopieren ausgelegt. Die patentierten rund geformten Tonerpartikel von HP und die in die Original HP Kassette integrierte Intelligenz optimieren Druckqualität und Zuverlässigkeit. Herausragende Leistung durch schnelle Verarbeitung, durchdachte Druckersprachen, Farbscannerfunktionalität und Faxspeicherkapazität[p1] für über 300 Seiten.;Benutzerfreundlicher, leistungsstarker HP MFP für gesteigerte Effizienz und Produktivität. Rund geformte Tonerpartikel von HP und eine intelligente Kassette optimieren Druckqualität und Zuverlässigkeit. Produktiveres Arbeiten durch schnelle, hochwertige Druck-, Kopier-, Scan- und Faxfunktionen.;HP LaserJet M1522n Multifunction Printer;2007-12-12
1356704;multifunctionals;multifunctionals,hp;;;;;;Imprimez, numérisez et copiez à laide dun appareil tout-en-un aussi polyvalent que simple à utiliser. Limpression jusquà 4 800 ppp* optimisés donne des couleurs somptueuses de qualité photo – appréciable pour tout type de projet et lidéal pour les photos. Et, grâce aux logements de carte mémoire intégrés, vous pouvez imprimer directement depuis la carte mémoire de votre appareil photo numérique, sans allumer votre ordinateur. Ajoutez à cela la copie couleur autonome – là encore, sans recours au PC – et une qualité de numérisation exceptionnelle, et vous disposez de toutes les fonctionnalités nécessaires pour réaliser chez vous des projets daspect professionnel.;Imprimante, scanner et copieur tout-en-un.;Print, scan, and copy from an all-in-one thats as easy to use as it is versatile. Up to 4800-optimised dpi* means rich, true-to-life colours – great for any project but perfect for photos. And with built-in memory card slots, you can even print direct from your digital camera memory card without switching on the PC. Add in walk-up colour copying – again no need for the PC – and superb quality scanning and you have everything you need to complete professional looking projects at home.;All-in-one printer, scanner and copier.;;;HP PSC 2175 All-in-One Printer;2007-12-12
1356710;multifunctionals;multifunctionals,hp;;;;;;Le HP PSC 2510 Photosmart Tout-en-Un apporte aux particuliers le confort d'un périphérique d'impression, de télécopie, de numérisation et de copie prêt pour le réseau. La technologie 802.11b intégrée pour un partage sans fil ou une connectivité Ethernet permet de partager ses nombreux outils sophistiqués entre 5 ordinateurs en réseau. Cette polyvalence combinée à tout un éventail de fonctions autonomes en fait le produit idéal pour toutes les tâches, des impressions de qualité photo aux numérisations haute résolution en passant par la télécopie couleur rapide et fiable.;Tout-en-Un prêt pour le réseau et compatible sans fil;The HP PSC 2510 Photosmart all-in-one brings the convenience of a fully networkable printer, fax, scanner and copier to the home market. Built-in 802.11b for wireless sharing or fast Ethernet connectivity enables up to 5 networked computers to share its many advanced tools. This versatility, together with a range of walk-up functions, makes it the ideal product for everything from true-to-life photo quality printing to high resolution scanning and fast, reliable colour faxing.This breakthrough all-in-one is a fully networkable device – complete with built-in wireless capability – which enables sharing of its many advanced tools, including true-to-life photo quality printing and digital camera memory card slots.Photosmart all-in-one providing a fully networkable solution with built-in wireless capabilityThis breakthrough all-in-one is a fully networkable device – complete with built-in wireless capability – which enables sharing of its many advanced tools, including true-to-life photo quality printing and digital camera memory card slots.Photosmart all-in-one providing a fully networkable solution with built-in wireless capabilityNetwork ready all-in-one with wireless capability;HP PSC 2510 Photosmart all-in-one printer/flatbed fax/scanner/copierPSC 2510;;;HP PSC 2510 Photosmart All-in-One Printer;2007-12-12
13572552;multifunctionals;multifunctionals,xerox;1;legal-216-x-356-mm-;copy,print,scan;;;;;<b>Solid ink colour multifunction printer</b>\n- Pay less for colour pages with flexible pricing plans\n- Cartridge-free ink creates less printing waste than laser technology\n\n<b>ColorQube 8900</b>\n\nIntroducing the first Solid Ink device completely engineered for true desktop multifunction performance. The ColorQube 8900 colour multifunction printer delivers real cost savings, environmentally preferable features, exceptional colour quality and the ability to expand into a floor-standing device with extra paper capacity and helpful finishing options.\n\n<b>How low can your TCO go?</b>\nThe ColorQube 8900 delivers a low total cost of ownership (TCO) unmatched in its class of products. Flexible pricing plans give you the luxury of no longer paying expensive per-page prices for low-coverage colour documents.\n\nYou’ll also save money and precious office space when you combine printing, copying, scanning, emailing and faxing, plus a standard convenience stapler, into one powerful desktop device.\n\n<b>Vivid print quality</b>\nThe ColorQube 8900 features Xerox-exclusive Solid Ink technology, which gives your documents rich, vibrant colours on a wide range of media, including recycled paper.\n\nWith up to 2400 FinePoint™ print resolution, you’re assured exceptional print quality, with consistency you can count on page after page, year after productive year.\n\nPANTONE® calibrated solid-colour simulations and exclusive Xerox colour correction technology deliver results that always match your expectations.\n\nThe ColorQube 8900 also includes the Colour By Words feature, which makes colour correction fast and easy, allowing you to select desired colour modifications from a simple drop-down list.\n\n<b>Environmental benefits</b>\nThe ColorQube 8900 gives your sustainability efforts a boost with a host of environmentally conscious features and design considerations:\n- Cartridge-free Solid Ink sticks come with minimal packaging, and generate up to 90% less printing waste than comparable laser printers.\n- The ColorQube 8900 uses less energy over its lifecycle versus comparative laser printers.\n- Easy-to-use EarthSmart print driver settings let you select the most environmentally conscious print options.\n- Intelligent Ready technology helps you optimize energy usage by learning your workgroup’s usage patterns and moving to low-power mode during downtime.\n- Bundled GreenPrint software helps you print only the pages you want, reducing paper and ink usage\n- The ColorQube 8900 is ENERGY STAR qualified.\n\n<b>Print productivity</b>\nThe ColorQube 8900 produces print jobs as fast as 44 ppm in both colour and black-and-white, with a first-page-out time as fast as 8.5 seconds for colour documents. Plus, two-sided printing comes standard — and saves paper.\n\n<b>Easy interface</b>\nThe state-of-the-art 178 mm (7-inch) colour touch-screen interface features bright icons, intuitive menus, and embedded help videos for easy, step-by-step assistance.\n\n<b>Scan paper into digital files</b>\nWith a full range of scanning solutions, simply scan your hard copy documents and get searchable digital files that can be automatically shared via email, Internet fax or network folder, or stored on the multifunction printer or any USB memory device for true portability. Your digital files can be made searchable if you add the fax upgrade kit.\n\n<b>Customize your workflows</b>\nBuilt on the Xerox EIP platform, Xerox Workflow Solutions let you install productivity-enhancing software directly on the device for fast, easy access via the colour touch screen interface.\n\n<b>More paper, fewer interruptions</b>\nYou can print longer runs when you increase paper capacity to 3,475 sheets of letter, A4 or 616 x 355 mm media. Add the 650-sheet finisher and get 50-sheet stapling plus offset stacking.\n\n<b>Safe and secure</b>\nThe ColorQube 8900 also safeguards your sensitive data with 256-bit encryption using the FIPS 140-2 standard, plus built-in support for IPv6, IPsec, secure HTTPS, and other industry-standard network security features, including image overwrite. It is currently under evaluation for ISO 15408 Common Criteria Certification;Copy/Print/Scan/Fax, 2400 FinePoint/600dpi, 44ppm/20cpm, 1.33GHz CPU, 1024MB SDRAM, 80GB HDD, USB 2.0, Gigabit Ethernet, Wi-FiReady, Grey/Blue;;;Xerox ColorQube 8900;2012-03-20
13574095;multifunctionals;multifunctionals,lexmark;;;print;;;;;"This Lexmark product offers the following resource conserving features:\n\nInstant Warm-Up fuser – Saves energy\nPower Saver Features – Reduces the power state of the printer after printing when entering Sleep Mode – adjustable from 1-240 minutes; reduces power state further when entering Hibernate Mode (a virtual “off mode”)\nScheduled “wake up” – Allows accounts to conserve energy by engaging Hibernate\nMode during periods of the day or week when the printer is not in use and disengaging\nHibernate Mode during work periods\nEco-Mode – Conserves energy and paper through three optional settings:\nEnergy Saving Mode: Print engine motors do not start until a document is ready to print, the printer enters Sleep Mode after a period of inactivity and printer control panel display light is turned off in this mode\nPaper Saving Mode: Device defaults to duplex printing and print log features are turned off\nEnergy + Paper Saving Mode: Energy and paper saving settings are activated\nQuiet Mode – Reduces noise emission by adjusting print speed, disabling advanced paper start, disabling or minimizing beeps (key press, alarms, etc.), and adjusting fan speed (Quiet mode may be combined with Eco-Mode)\nMulti-Page Printing – Prints multiple page images on one page\nDuplex – Prints on both sides of a page\nRecycled Paper – Supports the use of recycled content media\nLexmark Solutions – Reduces unnecessary printing and simplifies your work processes, such as eliminating the need for stocking paper forms\nFax Forwarding – Conserves paper by digitalizing faxes and redirecting to email or file rather than printing (Hard drive option required)\nPrint Preview – Conserves paper by allowing users to review print jobs and select pages needed before printing\nPrint and Hold – Holds print jobs until released by the user at the printer interface by entering a pin number (Hard drive option needed)\nDistribute Information Electronically – Conserves paper by routing scanned documents to e-mail, network folders, USB thumb drives, FTP, and LDSS destinations (Additional options may be required)";47ppm (A4), Duplex, 52dBA, 66.57 kg;;;Lexmark XS796de;2012-03-20
13579913;multifunctionals;multifunctionals,hp;;a4-letter-216-x-297-mm-;;;;Produisez des documents de qualité professionnelle en déplacement, grâce à la technologie Bluetooth® sans fil intégrée. Copiez rapidement, numérisez facilement lors de vos déplacements et imprimez depuis certains ordinateurs portables et appareils mobiles.\n\nProfessionnels mobiles recherchant une imprimante tout-en-un fiable et compacte avec des fonctions impressionnantes pour imprimer, numériser et copier en déplacement.\n\n<b>La première imprimante tout-en-un portable à jet d'encre au monde.</b>\n- Utilisez l'écran tactile couleur de 2,36 pouces pour imprimer, numériser et copier rapidement et facilement.\n- Améliorer votre flux de travail en déplacement. Numérisez vers votre ordinateur, courrier électronique, lecteur USB et cartes mémoire.\n- Restez productif en déplacement avec un volume d'impression mensuel de de 500 pages et un bac papier 50 feuilles.\n\n<b>Fonctions impressionnantes regroupées sur un seul produit mobile.</b>\n- Imprimez à votre convenance avec la technologie Bluetooth® intégrée et un appareil tout-en-un qui consomme peu d'énergie.\n- Fiez-vous à la batterie Iithium-ion grande autonomie : jusqu'à 500 pages avec une batterie entièrement chargée.\n- Soyez plus productif – imprimez des documents de qualité pro en déplacement avec les cartouches d'encre haute capacité HP d'origine.\n- Imprimez jusqu'à 22 ppm (noir)/18 ppm (couleur) et à des vitesses ISO laser atteignant 5 ppm (noir)/3,5 ppm (couleur).\n\n<b>Documents de qualité professionnelle depuis des périphériques mobiles.</b>\n- Utilisez Bluetooth® pour produire des documents de qualité professionnelle depuis une sélection d'ordinateurs portables et netbooks.\n- Imprimez des documents haute qualité depuis une sélection de smartphones et téléphones mobiles à l'aide de la technologie Bluetooth®.\n- Imprimez directement à partir de téléphones Windows Mobile® et de smartphones BlackBerry.\n\n<b>Une qualité professionnelle grâce à un appareil fiable.</b>\n- Bénéficiez d'une impression pratique en déplacement grâce à une imprimante tout-en-un fiable et compacte.\n- Obtenez des performances supérieures : cette imprimante tout-en-un a été testée pour fonctionner dans des conditions rudes.\n- Imprimez des documents avec du texte noir de qualité laser et des graphiques aux couleurs éclatantes, ainsi que des photos 4 x 6 pouces sans marges.\n- Raccordez à un périphérique compatible PictBridge et imprimez des photos de qualité pro lors de vos déplacements.;"Officejet 150 Mobile All-in-One Printer, A4, 4800x1200 dpi/colour, 500 pages/monthly, 5.9944 cm (2.36 "") CGD, USB 2.0, SD, PictBridge, Bluetooth 2.0+EDR, 65W";Stay productive on the move with this compact, mobile all-in-one. Scan and copy wherever you go, and print professional-quality documents direct from selected notebooks and smartphones using built-in Bluetooth® wireless technology.2,3\n\nThe HP Officejet 150 Mobile All-in-One is designed for professionals who need the flexibility of being able to print directly from selected Bluetooth®-enabled notebooks, smart phones and other mobile devices – with easy scanning and copying too.\n\n<b>Stay productive on the go with the world’s first inkjet mobile all-in-one.1</b>\n\n- Print, scan and copy when and where it suits you, using the intuitive 5.99 cm colour touchscreen.2\n- Scan to your PC, e-mail, USB drive or memory card and convert documents to PDFs and JPEGs.2\n- Leave multi-page documents to print – load up to 50 sheets into the built-in paper tray.\n- Enjoy the reassurance of HP reliability – rugged, drop-tested design for tough conditions and a 500-page monthly duty-cycle.\n\n<b>Print, scan and copy – get all the tools you need in one compact device.2</b>\n\n- Print when it’s convenient for you – at the airport, a hotel or in a meeting – using built-in Bluetooth®.3\n- Stay productive when it matters – included lithium-ion battery prints up to 500 pages on a full charge.\n- Charge and power using included HP 65W Smart AC Adapter – works with your HP notebook too so no need for multiple adapters.\n- Keep printing longer with optional Original HP high-capacity ink cartridges.4\n\n<b>Print direct from mobile devices using built-in Bluetooth® technology.3</b>\n\n- Print professional-quality documents from selected notebooks, smartphones and mobile phones using Bluetooth® technology.3\n- Get results fast with speeds up to 22 ppm black/18 ppm colour and ISO speeds up to 5 ppm black/3.5 ppm colour.\n- Print directly from Windows Mobile® phones and BlackBerry smartphones.3\n- Print from multiple operating systems on Windows® and Macintosh platforms.\n\n- 1 Based on market research of comparable A4 mobile inkjet printers less than €500 as of September 2011.\n- 2 For optimal scan/copy quality, avoid scanning/copying under direct sunlight/intense lighting.\n- 3 Notebook or netbook must be Bluetooth® enabled. Includes Windows Mobile® phones. Additional fee required through 3rd party service provider for BlackBerry smartphones.\n- 4 Not included, please purchase separately.;"A4, 4800x1200 dpi/colour, 500 pages/monthly, 5.9944 cm (2.36 "") CGD, USB 2.0, SD, PictBridge, Bluetooth 2.0+EDR, 65W";"<span style=""font-size: larger; font-weight: bold;"">Overview</span><br />Mit diesem kompakten und mobilen All-in-One bleiben Sie auch unterwegs produktiv. Mit der integrierten Bluetooth® Wireless-Technologie können Sie überall scannen und kopieren und Dokumente in professioneller Qualität direkt über ausgewählte Notebooks und Smartphones drucken.<SUP>2</SUP>,<SUP>3</SUP><br /><br /><span style=""font-size: larger; font-weight: bold;"">Features</span><br /><b>Mit dem weltweit ersten mobilen All-in-One Tintenstrahldrucker bleiben Sie auch unterwegs produktiv.<SUP>1</SUP></b><br />\n&bull;&nbsp;Über den 5,99-cm-Farb-Touchscreen können Sie jederzeit und überall drucken, scannen und kopieren.<SUP>2</SUP><br /><br />\n<b>Drucken, Scannen und Kopieren – dieser kompakte Drucker bietet alles, was Sie dafür brauchen.<SUP>2</SUP></b><br />\n&bull;&nbsp;Drucken Sie, wo Sie möchten – am Flughafen, im Hotel oder bei einer Besprechung – mit Bluetooth®.<SUP>3</SUP><br /><br />\n<b>Mit der integrierten Bluetooth®-Technologie können Sie direkt von einem mobilen Endgerät drucken.<SUP>3</SUP></b><br />\n&bull;&nbsp;Über ausgewählte Notebooks, Smartphones und Mobiltelefone lassen sich mit der Bluetooth®-Technologie Dokumente in professioneller Qualität drucken.<SUP>2</SUP><br /><br />\n<SUP>1</SUP><i> Basierend auf Marktanalysen mit vergleichbaren mobilen A4-Tintenstrahldruckern unter 500 Euro, Stand: September 2011.<br />\n</i><SUP>2</SUP><i>Vermeiden Sie für eine optimale Scan-/Kopierqualität das Scannen/Kopieren unter direkter Sonneneinstrahlung/intensiver Beleuchtung.<br />\n</i><SUP>3</SUP><i>Das Notebook oder Netbook muss Bluetooth® unterstützen. Einschließlich Windows Mobile® Telefone. Es können zusätzliche Gebühren durch die Inanspruchnahme von Drittanbietern für BlackBerry Smartphones anfallen.<br />\n</i>";HP Officejet 150 Mobile All-in-One Printer - L511a;HP Officejet L511a;2012-03-22
13584388;multifunctionals;multifunctionals,canon;;legal-216-x-356-mm-;scan;21.364 KILOGRAM;;;;"The new imageCLASS D1320 offers your small or medium business efficient and reliable copying, printing and scanning in one easy-to-use machine.\n\nThis machine was designed to allow you to keep up with the fast pace of today's work environment. The D1320 features a 500-sheet cassette plus 50-sheet multipurpose tray1 and has print and copy speeds of up to 35 pages-per-minute2. With Quick First Print Technology, your first copy will be ready in approximately 8 seconds3. The 50-sheet Duplex Automatic Document Feeder (DADF) will allow you to copy or color scan from one or two-sided originals and produce two-sided output effortlessly, reducing your paper usage to as much as half.\n\nThe D1320 has excellent cost reducing features including the intelligent Energy Saver Mode which reduces your power consumption to approximately 2.3 watts of energy and the product meets Energy Star guidelines. Another great way to lower your costs is by the Department ID Management feature which allows you to set limits on who can use the machine and how much they can print, copy or scan.\n\nThe D1320 is a step up from its predecessor, the D1120. For users that are on the go, this device offers the ability to scan PDFs and image files to a USB flash drive or even to ""direct print"" images from the same pocket device.\n\nThe imageCLASS D1320 also incorporates the Canon Single Cartridge System, which combines the toner and drum in one unit making it easy to replace. The result is outstanding image quality and eliminating the complication and warehousing of separate toner and drum consumables.";imageCLASS D1320 - 3-in-1, Laser, 35 ppm, 6s, 600 x 600 dpi, LCD Display, 128 MB, Fast Ethernet, USB 2.0, White;;;Canon imageCLASS D1320;2012-03-23
13584389;multifunctionals;multifunctionals,canon;;legal-216-x-356-mm-;scan;21.364 KILOGRAM;;;;The new imageCLASS D1350 offers your small or medium business speed, convenience and reliability. This device was designed to exceed all of your business needs. It combines the ability to copy, print, scan and fax into one easy-to-use machine.\n\nThe D1350 has multiple features that will allow you to be productive throughout the entire day. It features a 500-sheet cassette plus 50-sheet multipurpose tray1 and has print and copy speeds of up to 35 pages-per-minute2. With Quick First Print Technology, your first copy will be ready in approximately 8 seconds3. The 50-sheet Duplex Automatic Document Feeder (DADF) will allow you to copy or color scan from one or two-sided originals and produce two-sided output effortlessly, reducing your paper usage to as much as half.\n\nA step up from the D1320, you have the ability to send and receive faxes with the D1350. This model uses a built-in 33.6 Kbps Super G34 fax modem. This machine includes fax features such as 19 one-touch speed dial numbers, 181 coded speed dial numbers, memory capacity of up to 512 sheets5, and duplex faxing.\n\nThe intelligent Energy Saver Mode reduces your power consumption to approximately 2.3 watts of energy and the product meets Energy Star guidelines, helping you save money on energy costs. The D1350 also features Department ID Management which allows you to set limits on who can use the machine and how much they can print, copy or scan. This can also be another effective solution for saving money.\n\nThe imageCLASS D1350 also incorporates the Canon Single Cartridge System, which combines the toner and drum in one unit making it easy to replace. The result is outstanding image quality and eliminating the complication and warehousing of separate toner and drum consumables.;imageCLASS D1350 - 4-in-1, Laser, 35 ppm, 6s, 600 x 600 dpi, LCD Display, 128 MB, 33.6 Kbps, Fast Ethernet, USB 2.0, White;;;Canon imageCLASS D1350;2012-03-23
