sku;family;categories;maximum_print_size;weight;power_requirements;description-fr_FR-print;description-fr_FR-mobile;description-en_US-print;description-en_US-mobile;description-de_DE-print;description-de_DE-mobile;name;release_date;picture;price
11285636;laser_led_printers;laser_led_printers,print_scan_sales,xerox;a4-210-x-297-mm-;;;;;"With the winning combination of exceptional image quality and blazing fast print speed, the Xerox Phaser 6700 takes your business or large workgroup to a new level of high-volume productivity. You get unbeatable colour accuracy on every business-critical document you print, with the added benefits of superior ease-of-use and renowned reliability that only come from Xerox.\n\n- Superior print quality thanks to true 2400 x 1200 dpi print resolution and true Adobe® PostScript® 3™\n- Incredible performance, with a colour and black-and-white print speed of up to 47 ppm\n- The 120,000-page monthly duty cycle supports the heaviest office print volumes\n- 1.25 GHz processor and standard 1 GB system memory handle a steady stream of complex jobs with ease\n- The Print Around feature eliminates extended printing delays by holding a job in need of resources (such as a different paper size) and printing the next job in the queue\n- Finisher option allows you to add 1000-sheet stacking and 50-sheet stapling.";"Phaser 6700DN - A4, 220V, 45ppm, 2400 DPI, 1.25 GHZ, USB, Ethernet, 1GB";;;"Xerox Phaser 6700";2011-10-28;;"867.93 EUR,997.09 USD"
11325076;laser_led_printers;laser_led_printers,print_scan_sales,xerox;a4-210-x-297-mm-;;;;;"With the winning combination of exceptional image quality and blazing fast print speed, the Xerox Phaser 6700 takes your business or large workgroup to a new level of high-volume productivity. You get unbeatable colour accuracy on every business-critical document you print, with the added benefits of superior ease-of-use and renowned reliability that only come from Xerox.\n\n- Superior print quality thanks to true 2400 x 1200 dpi print resolution and true Adobe® PostScript® 3™\n- Incredible performance, with a colour and black-and-white print speed of up to 47 ppm\n- The 120,000-page monthly duty cycle supports the heaviest office print volumes\n- 1.25 GHz processor and standard 1 GB system memory handle a steady stream of complex jobs with ease\n- The Print Around feature eliminates extended printing delays by holding a job in need of resources (such as a different paper size) and printing the next job in the queue\n- Finisher option allows you to add 1000-sheet stacking and 50-sheet stapling.";"Phaser 6700DN - A4, 220V, 45ppm, 2400 DPI, 1.25 GHZ, USB, Ethernet, 1GB, Duplex";;;"Xerox Phaser 6700";2011-11-02;;"688.87 EUR,403.11 USD"
11325078;laser_led_printers;laser_led_printers,print_scan_sales,xerox;a4-210-x-297-mm-;;;;;"With the winning combination of exceptional image quality and blazing fast print speed, the Xerox Phaser 6700 takes your business or large workgroup to a new level of high-volume productivity. You get unbeatable colour accuracy on every business-critical document you print, with the added benefits of superior ease-of-use and renowned reliability that only come from Xerox.\n\n- Superior print quality thanks to true 2400 x 1200 dpi print resolution and true Adobe® PostScript® 3™\n- Incredible performance, with a colour and black-and-white print speed of up to 47 ppm\n- The 120,000-page monthly duty cycle supports the heaviest office print volumes\n- 1.25 GHz processor and standard 1 GB system memory handle a steady stream of complex jobs with ease\n- The Print Around feature eliminates extended printing delays by holding a job in need of resources (such as a different paper size) and printing the next job in the queue\n- Finisher option allows you to add 1000-sheet stacking and 50-sheet stapling.";"Phaser 6700DN - A4, 220V, 45ppm, 2400 DPI, 1.25 GHZ, USB, Ethernet, 1GB, PagePack";;;"Xerox Phaser 6700";2011-11-02;;"934.61 EUR"
11330400;laser_led_printers;laser_led_printers,print_scan_sales,xerox;;;;" Xerox<sup>®</sup> Phaser<sup>®</sup> 6700 Colour Laser Printer The Phaser® 6700 colour laser printer accelerates work group productivity, giving you more time to focus on what matters most: the success of your business.  With the winning combination of exceptional image quality and impressive fast print speed, the Xerox Phaser 6700 takes your business or large work group to a new level of high-volume productivity. You get unbeatable colour accuracy on every business-critical document you print, with the added benefits of superior ease-of-use and renowned reliability that only come from Xerox.  Quick Facts <ul> <li>Colour: up to 45 ppm Black: up to 45 ppm </li> <li>Maximum paper size: 216 x 356 mm</li> <li>Two-sided output standard on 6700/DN, DT and DX configurations</li> <li>Finishing option adds 1000-sheet stacking and 50-sheet stapling</li> <li>True 2400 x 1200 dpi print resolution</li> <li>Advanced ease-of-use and security features</li> <li>Optional Productivity Kit with 160 GB hard drive (standard on DX model)</li> <li>Mac, Windows (including Vista), Unix, Linux, and Citrix compatible</li> <li>Maximum duty cycle of up to 120,000 pages per month</li> <li>Minimum dimensions (w x d x h): 560 x 516 x 429 mm</li> <li>Power requirements: 240 V, 50/60 Hz</li> <li>What comes in the box</li> Colour toner cartridges (capacity: 5,000 pages each<sup>1</sup>)</li> Black toner cartridge (capacity: 7,100 pages<sup>1</sup>)</li> Drum cartridges<sup>2</sup> (capacity: 50,000 pages per colour, 50,000 pages black)</li> Power cord</li> Software and documentation</li> </ul>  Productivity Features <ul> <li>Superior print quality thanks to true 2400 x 1200 dpi print resolution and true Adobe® PostScript® 3™</li> <li>Incredible performance, with a colour and black-and-white print speed of up to 45 ppm</li> <li>The 120,000-page monthly duty cycle supports the heaviest office print volumes</li> <li>1.25 GHz processor and standard 1 GB system memory handle a steady stream of complex jobs with ease</li> <li>The Print Around feature eliminates extended printing delays by holding a job in need of resources (such as a different paper size) and printing the next job in the queue</li> <li>Finisher option allows you to add 1000-sheet stacking and 50-sheet stapling</li> </ul>  Ease-of-use Features <ul> <li>The large, 109 mm colour touch screen interface makes it ultra easy to find the functions you need</li> <li>Embedded help videos provide quick troubleshooting assistance right on the front panel</li> <li>Color By Words lets you select desired colour modifications from a simple drop-down list </li> <li>Smart Trays alleviate guesswork by showing all available media types and sizes at print time</li> </ul>  Resource-conserving Features <ul> <li>Standard duplexing on Phaser 6700/DN, DT and DX configurations help you reduce paper consumption</li> <li>Innovative EA Toner requires a lower fusing temperature than traditional toner while offering glossy, beautiful office graphics</li> <li>The Phaser 6700/DN, DT and DX configurations support the highest ENERGY STAR® standards for power-saving.</li> </ul>  Security Features <ul> <li>State-of-the-art security includes free 256-bit encryption using the FIPS 140-2 standard, plus built-in support for IPv6, IPsec, secure HTTPS, and other industry-standard network security features</li> <li>Optional Productivity Kit with Hard Drive includes the Secure Print feature which holds private print jobs in the queue until they’re released at the device by the job owner (standard on DX model)</li> <li>Available Image Overwrite feature completely removes unneeded data from the Phaser 6700 colour printer’s internal storage</li> </ul>  <sup>1</sup> Average standard pages. Declared Yield in accordance with ISO/IEC 19798. Yield will vary based on image, area coverage and print mode. <sup>2</sup> Approximate pages. Declared Yield on Drums based on an average job size of 4 pages A4/letter size. Declared Yield on Fusers based on A4/letter size 20 lb (75 gsm) pages. Drum and Fuser Yields will vary based on job run length, media type, size, weight, orientation, and usage patterns. ";"Phaser 6700DN 110 V : imprimante couleur format A4, jusqu’à 45 ppm en couleur/noir et blanc, 2 400 ppp, processeur 1,25 GHz, interface USB et Ethernet, mémoire 1 Go, impression recto-verso";" Xerox<sup>®</sup> Phaser<sup>®</sup> 6700 Colour Laser Printer The Phaser® 6700 colour laser printer accelerates work group productivity, giving you more time to focus on what matters most: the success of your business.  With the winning combination of exceptional image quality and impressive fast print speed, the Xerox Phaser 6700 takes your business or large work group to a new level of high-volume productivity. You get unbeatable colour accuracy on every business-critical document you print, with the added benefits of superior ease-of-use and renowned reliability that only come from Xerox.  Quick Facts <ul> <li>Colour: up to 45 ppm Black: up to 45 ppm </li> <li>Maximum paper size: 216 x 356 mm</li> <li>Two-sided output standard on 6700/DN, DT and DX configurations</li> <li>Finishing option adds 1000-sheet stacking and 50-sheet stapling</li> <li>True 2400 x 1200 dpi print resolution</li> <li>Advanced ease-of-use and security features</li> <li>Optional Productivity Kit with 160 GB hard drive (standard on DX model)</li> <li>Mac, Windows (including Vista), Unix, Linux, and Citrix compatible</li> <li>Maximum duty cycle of up to 120,000 pages per month</li> <li>Minimum dimensions (w x d x h): 560 x 516 x 429 mm</li> <li>Power requirements: 240 V, 50/60 Hz</li> <li>What comes in the box</li> Colour toner cartridges (capacity: 5,000 pages each<sup>1</sup>)</li> Black toner cartridge (capacity: 7,100 pages<sup>1</sup>)</li> Drum cartridges<sup>2</sup> (capacity: 50,000 pages per colour, 50,000 pages black)</li> Power cord</li> Software and documentation</li> </ul>  Productivity Features <ul> <li>Superior print quality thanks to true 2400 x 1200 dpi print resolution and true Adobe® PostScript® 3™</li> <li>Incredible performance, with a colour and black-and-white print speed of up to 45 ppm</li> <li>The 120,000-page monthly duty cycle supports the heaviest office print volumes</li> <li>1.25 GHz processor and standard 1 GB system memory handle a steady stream of complex jobs with ease</li> <li>The Print Around feature eliminates extended printing delays by holding a job in need of resources (such as a different paper size) and printing the next job in the queue</li> <li>Finisher option allows you to add 1000-sheet stacking and 50-sheet stapling</li> </ul>  Ease-of-use Features <ul> <li>The large, 109 mm colour touch screen interface makes it ultra easy to find the functions you need</li> <li>Embedded help videos provide quick troubleshooting assistance right on the front panel</li> <li>Color By Words lets you select desired colour modifications from a simple drop-down list </li> <li>Smart Trays alleviate guesswork by showing all available media types and sizes at print time</li> </ul>  Resource-conserving Features <ul> <li>Standard duplexing on Phaser 6700/DN, DT and DX configurations help you reduce paper consumption</li> <li>Innovative EA Toner requires a lower fusing temperature than traditional toner while offering glossy, beautiful office graphics</li> <li>The Phaser 6700/DN, DT and DX configurations support the highest ENERGY STAR® standards for power-saving.</li> </ul>  Security Features <ul> <li>State-of-the-art security includes free 256-bit encryption using the FIPS 140-2 standard, plus built-in support for IPv6, IPsec, secure HTTPS, and other industry-standard network security features</li> <li>Optional Productivity Kit with Hard Drive includes the Secure Print feature which holds private print jobs in the queue until they’re released at the device by the job owner (standard on DX model)</li> <li>Available Image Overwrite feature completely removes unneeded data from the Phaser 6700 colour printer’s internal storage</li> </ul>  <sup>1</sup> Average standard pages. Declared Yield in accordance with ISO/IEC 19798. Yield will vary based on image, area coverage and print mode. <sup>2</sup> Approximate pages. Declared Yield on Drums based on an average job size of 4 pages A4/letter size. Declared Yield on Fusers based on A4/letter size 20 lb (75 gsm) pages. Drum and Fuser Yields will vary based on job run length, media type, size, weight, orientation, and usage patterns. ";"Phaser 6700DN 110v: A4 Size Colour Printer, up to 45PPM Colour/B&W, 2400 DPI, 1.25GHZ Processor, USB and Ethernet I/F, 1GB Memory, 2 Sided Printing";;;"Xerox Phaser 6700DN 110v: A4 Size Colour Printer";2011-11-02;;"655.6 EUR,665.86 USD"
11332991;laser_led_printers;laser_led_printers,print_scan_sales,hp;a4-letter-216-x-297-mm-;;;"<span style=""font-size: larger; font-weight: bold;"">Overview</span><br />Avec sa fiabilité légendaire, cette imprimante HP LaserJet produit rapidement des documents et des formulaires en noir sur blanc de qualité professionnelle. Protégez les données sensibles et votre réseau avec des fonctions de sécurité avancées. Enfin, adaptez-vous aux besoins évolutifs de l'entreprise en ajoutant ou en mettant à jour des solutions rapidement et facilement.<br /><br /><span style=""font-size: larger; font-weight: bold;"">Features</span><br /><b>Pour que le flux de travail soit toujours actif, utilisez les fonctions de sortie rapide et de gestion précise du papier.</b><br />\n&bull;&nbsp;Améliorez votre productivité grâce à des vitesses d'impression rapides jusqu'à 43 ppm<SUP>1</SUP> et produisez des documents sur différents supports.<br /><br />\n<b>Réalisez des économies considérables d'énergie et de papier.</b><br />\n&bull;&nbsp;Contrôlez l'utilisation d'énergie avec les fonctions de conservation.<br /><br />\n<b>Créer un environnement d'impression plus sécurisé.</b><br />\n&bull;&nbsp;Contrôlez les pratiques d'impression et appliquez les règles de sécurité, à l'aide de HP Access Control<SUP>2</SUP>.<br /><br />\n<b>Étendez vos capacités d'impression pour vous adapter au rythme de développement de votre entreprise.</b><br />\n&bull;&nbsp;Mettez à jour, gérez et développez facilement les capacités des imprimantes en réseau à l'aide du micrologiciel HP FutureSmart.<br /><br />\n<SUP>1</SUP><i> Mesure selon ISO/IEC 24734, le premier jeu de documents de test est exclus. Pour plus d'informations : http://www.hp.com/go/printerclaims. La vitesse exacte dépend de la configuration du système, de l'application logicielle, du pilote et de la complexité du document.<br />\n</i><SUP>2</SUP><i> HP Access Control doit être acheté séparément.<br />\n</i>";"HP LaserJet Enterprise 600 Printer M601n";"<b>HP LaserJet Enterprise 600 M601</b>\nHP's business pacesetter tackles high-volume printing with legendary reliability. Count on this HP LaserJet to help conserve resources, customize printing policies, and improve security.\n\n<b>Heavy-duty reliability and breakthrough speed.</b>\n- Print at rapid speeds on a variety of paper types.\n- Manage workflow with intuitive features right on the printer, and get quick prints from a flash drive.\n- Produce high print volumes with low maintenance.\n- Replace toner cartridges easily, and enjoy quiet, clean performance.\n\n<b>Outstanding energy and paper savings.</b>\n- Cut energy use as much as 45%, compared to a majority of competing laser printers.\n- Get centralized access to custom energy-saving options and printer settings with the HP EcoSMART Console.\n- Trim paper use by up to 50% with automatic two-sided printing.\n- Pre-installed Original HP toner cartridges reduce waste. Recycle them for free through HP Planet Partners.\n\n<b>Secure printing with minimal intervention.</b>\n- Take control of printing practices and enforce security policies, using HP Access Control.\n- Control costs, manage IT resources, and reduce environmental impact.\n- Expand your network without compromising security.\n- Effectively manage compliance and security issues across your business.\n\n<b>Extend capabilities and print from mobile devices.</b>\n- Easily update, manage, and expand the capabilities of networked printers, and do more with your investment.\n- Make printing as mobile as you are with HP ePrint.\n- Push updates to networked printers immediately and securely.";"Enterprise 600 M601n, Laser, A4, 45 ppm, 1200 x 1200 dpi, 512MB, 800 MHz, 1 x USB 2.0, 1 x Gigabit Ethernet, 2 x External Host USB, 2 x Internal Host USB, 790 W, 23700 g, White/Grey";"<span style=""font-size: larger; font-weight: bold;"">Overview</span><br />Dieser HP LaserJet setzt auf die legendäre Zuverlässigkeit für den schnellen Druck von Schwarzweiß-Texten und -Dokumenten in Profiqualität. Schützen Sie vertrauliche Daten und Ihr Netzwerk durch erweiterte Sicherheitsfunktionen. Reagieren Sie auf sich ändernde Unternehmensanforderungen, indem Sie Lösungen schnell und problemlos hinzufügen oder aktualisieren.<br /><br /><span style=""font-size: larger; font-weight: bold;"">Features</span><br /><b>Keine Unterbrechungen der Arbeit mehr dank schneller Ausgabe und präziser Papierzufuhr.</b><br />\n&bull;&nbsp;Steigern Sie Ihre Produktivität mit hohen Druckgeschwindigkeiten von bis zu 43 Seiten/Min.<SUP>1</SUP> und drucken Sie Dokumente auf einer Vielzahl von Medien.<br /><br />\n<b>Herausragende Einsparungen beim Energie- und Papierverbrauch.</b><br />\n&bull;&nbsp;Steuern Sie den Energieverbrauch mit Funktionen für mehr Umweltschutz.<br /><br />\n<b>Erstellen Sie eine sicherere Druckumgebung.</b><br />\n&bull;&nbsp;Übernehmen Sie die Kontrolle über Best Practices beim Drucken und über die Einhaltung von Sicherheitsrichtlinien mit HP Access Control<SUP>2</SUP>.<br /><br />\n<b>Optimierte Druckmöglichkeiten, um mit dem wachsenden Unternehmen Schritt zu halten.</b><br />\n&bull;&nbsp;Müheloses Aktualisieren, Verwalten und Erweitern der Funktionen der Netzwerkdrucker mit HP FutureSmart Firmware.<br /><br />\n<SUP>1</SUP><i> Gemessen nach ISO/IEC 24734, ausgenommen der ersten Testdokumente. Weitere Informationen unter www.hp.com/go/printerclaims. Die genaue Druckgeschwindigkeit hängt von der Systemkonfiguration, der Software, dem Treiber und der Komplexität des jeweiligen Dokuments ab.<br />\n</i><SUP>2</SUP><i> HP Access Control muss separat erworben werden.<br />\n</i>";"HP LaserJet Enterprise 600 Printer M601n";"HP Enterprise 600 M601n";2011-11-04;;"587.2 EUR,879.93 USD"
11334625;laser_led_printers;laser_led_printers,print_scan_sales,xerox;legal-216-x-356-mm-;;;;;"The Phaser 6700 colour printer accelerates work group productivity, giving you more time to focus on what matters most: the success of your business.\nWith the winning combination of exceptional image quality and blazing fast print speed, the Xerox Phaser 6700 takes your business or large work group to a new level of high-volume productivity. You get unbeatable colour accuracy on every business-critical document you print, with the added benefits of superior ease-of-use and renowned reliability that only come from Xerox.";"Phaser 6700N, 2400x1200DPI, 47ppm, 1.25GHz, USB 2.0, Gigabit Ethernet, white/blue";;;"Xerox Phaser 6700N";2011-11-04;;"296.54 EUR"
11334632;laser_led_printers;laser_led_printers,print_scan_sales,xerox;a3-297-x-420-mm-;;;;;"<b>Unmatched color printing. Industry-leading media flexibility</b>\nProfessional color management technologies. These are the benchmarks of the Phaser 7800 — the only tabloid-size color printer in its class that delivers the full complement of advanced capabilities today’s most graphic-intensive environments require. Now any business that produces large volumes of high-resolution output, such as advertising agencies, graphic design shops, marketing communications firms, photography studios and countless others, can keep more of their business-critical print jobs in-house thanks to the Phaser 7800 color printer’s unbeatable state-of-the-art technologies.\n\n<b>Competitive Edge</b>\n- Superior graphic arts print quality thanks to 1200 x 2400 x 1 dpi print resolution, PANTONE® approved solid-color simulations, and true Adobe® PostScript® 3™;\n- Unparalleled ease of use with the large, 4.3-inch color touch screen and embedded help videos;\n- Incredible media handling capabilities on the widest range of media weights, from 75 to 350 gsm, and sizes from 3.5 x 3.9 inches to 12.6 x 48;\n- Standard automatic duplexing helps reduce paper consumption;\n- PhaserMatch 5.0 with PhaserMeter Color Measurement Device powered by X-Rite (standard with the Phaser 7800GX configuration, optional with DN and DX configurations);\n- EA Toner with low-melt technology achieves minimum fusing temperature at 68 degrees F (20 degrees C) less than conventional toner, helping you conserve energy;\n- Additional environmentally responsible features conserve resources with no loss of performance, reliability or output quality.\n\n<b>Advanced Color Printing Features</b>\n- True 1200 x 2400 dpi consistently produces the most realistic images, photos and graphics, plus the sharpest text and fine-line detail;\n- PANTONE® approved solid-color simulations and Xerox color correction technology deliver results that always match your expectations, while true Adobe® PostScript® 3™ ensures accuracy you can count on;\n- PhaserMatch® 5.0 color management and calibration software, including the PhaserMeter Color Measurement Device powered by X-Rite, adds a professional level of color control and helps maintain color accuracy print after print, and across all output devices;\n- Advanced trapping technology ensures clean edges and prevents gaps between adjacent colors. Plus, black text on colored backgrounds and colored text on black backgrounds always prints sharp and clear;\n- Xerox Hi-Q LED print head provides better dot-to-dot intensity and timing control, and produces more precise color registration.\n\n<b>Productivity Features</b>\n- Superior performance, with black-and-white and color output as fast as 45 ppm;\n- More power, with a 1.33 GHz processor, 2 GB of memory and a standard 160 GB hard drive;\n- The 225,000-page monthly duty cycle supports the heaviest office print volumes;\n- Automatic two-sided printing comes standard, providing more flexibility and helping reduce paper consumption. Plus, duplexing is just as fast as single-side printing, so there’s no sacrificing efficiency for conservation;\n- Optional Extra Heavy Duty Media Kit lets you print two-sided output on standard and custom-size media in weights up to 300 gsm;\n- Finishing options range from stacking and stapling with the flexibility to add separate hole punching, creasing, v-folding and booklet-making capabilities.\n\n<b>Ease-of-use Features</b>\n- The large, 4.3-inch color touch screen interface features big, bright icons and intuitive menus that make walk-up operation faster and easier than ever;\n- Show me the user interface;\n- Embedded help videos provide quick troubleshooting assistance right on the front panel;\n- CentreWare™ Internet Services embedded web server lets you view job status and troubleshoot right from your web browser;\n- Easy, front-side access no rotating or moving the printer to perform routine maintenance like changing toner and adding paper;\n- Bi-directional communication sends print-job updates, along with toner and paper supply levels, to your desktop or even over the web. Pop-up alerts immediately notify you of any print problems — and how to fix them.\n\n<b>Resource-conserving Features</b>\n- Standard duplexing helps you reduce paper consumption;\n- Innovative EA Toner with low-melt technology requires a lower fusing temperature than traditional toner while offering glossy, beautiful office graphics;\n- Hi-Q LED Print engine technology consumes minimal energy and space, and operates quietly;\n- The heat-efficient IH fuser consumes substantially less power in standby mode and achieves a start-up time of less than 15 seconds'\n- The innovative Earth Smart feature allows you to choose via the print driver the most environmentally sensitive options for your job.";"Color, Hi-Q LED, Duplex, 45/45ppm, 1200x2400dpi, 2180sh, 10.922 cm (4.3 "") Touch, USB 2.0, Gigabit Ethernet, 1.33GHz, 2GB, 160GB HDD, 110V, 844W, 116kg, White/Blue";;;"Xerox Phaser 7800GX";2011-11-04;;"72.24 EUR,458.48 USD"
11376;laser_led_printers;laser_led_printers,print_scan_sales,lexmark;a4-210-x-297-mm-;;;;;"Lexmark Optra X720 NL FR 64MB 24ppm A4. Maximum print size: A4 (210 x 297 mm)";"Lexmark Optra X720 NL FR 64MB 24ppm A4, A4 (210 x 297 mm)";;;"Lexmark Optra X720 NL FR 64MB 24ppm A4";2005-06-27;;"513.52 EUR,521.94 USD"
11377;laser_led_printers;laser_led_printers,print_scan_sales,lexmark;a3-297-x-420-mm-;"4.77 KILOGRAM";;;;"With the W820, you can revolutionise the pace at which you work. 45 ppm, A3/A4 printing, advanced document finishing options and trailblazing multifunction capabilities: no wonder our top of the line printer is good for your bottom line! \n\n350MHz processor\nMultiple staple positions, holepunching, offest stacking\n4 seconds time to first page\n250,000 pages per month duty cycle";"Lexmark W820";;;"Lexmark Laser W820 600x600dpi 45ppm A4";2005-06-27;;"60.79 EUR,170.51 USD"
11379;laser_led_printers;laser_led_printers,print_scan_sales,lexmark;a4-210-x-297-mm-;"9 KILOGRAM";"220V, 50Hz";;;"Fast, professional document production is essential to you - but so is respecting your budget. The Lexmark E320 delivers on all fronts: this space-saving desktop monochrome laser printer prints up to 16 ppm with a time to first page of less than 12 seconds. High quality output is ensured by the E320's 1200 Image Quality print resolution, while a powerful 67 MHz processor makes short work of even your biggest jobs. With all these attributes, you'd expect a high price tag...but the E320 is one of the most affordable printers in its class!";"Lexmark E320: 16ppm 4MB parallel USB 150 vel PCL5e";;;"Lexmark E320 NL FR 4MB 16ppm 600dpi A4";2005-06-27;;"196.81 EUR"
11387;laser_led_printers;laser_led_printers,print_scan_sales,lexmark;;"58.9 KILOGRAM";;;;"All colour and mono needs now in one laser printer for the entire workgroup \n\nThe value of one single unit for both colour and monochrome requirements\nAn affordable colour cost per page and a mono cost per page competitive with traditional mono laser printers ! \nSingle-element, high-yield cartridges and large paper capacity ensure a low intervention rate and great maintenance savings \nWith print-and-hold features, you can proof the job at the machine and then press a button to continue printing, avoiding wastes.\nIT managers can set mono/colour restrictions based on the different printing needs of each employee or workgroup.\n3 automatic toner-saver levels save you up to 50% on toner cartridges and let you optimise your output when needed\nUp to 5 input sources that can hold up to 3100 sheets to keep the work flow moving \nOptional mailbox and output stackers \nOptional finisher* for hole punching and stapling\nOptional automatic duplex printing (standard on C750dn model)\nOne-pass printing, transferring all four colours to the document at the same time, enabling 20 ppm printing in colour or monochrome \nTrue 1200x1200 dpi and/or 2400 IQ modes ensure perfect quality documents for all your needs, whether in colour or monochrome \n350 MHz processor, offering top speed for even the most complex jobs \nNear-photo-quality output, thanks to brand new colour tables and automatic belt registration for complete accuracy in process printing \nVery quick 20-second time to first colour page!";"Lexmark C750dtn";;;"Lexmark Laser Kleur C750DTN 20ppm 500vel";2005-06-27;;"598.92 EUR,760.16 USD"
11388;laser_led_printers;laser_led_printers,print_scan_sales,lexmark;a3-297-x-420-mm-;;;;;"Lexmark C910 Color Laser Printer. Maximum resolution: 600 x 600. Maximum print size: A3 (297 x 420 mm), Media types supported: Karton, Enveloppen, Glossy papier, Papieren etiketten, Gewoon papier, Transparanten., Media weight (tray 1): 60 tot 165 gr/m2. Dimensions (WxDxH): 695 x 655 x 512";"Lexmark C910 Color Laser Printer, 600 x 600, A3 (297 x 420 mm), Karton, Enveloppen, Glossy papier, Papieren etiketten, Gewoon papier, Transparanten., 60 tot 165 gr/m2, 695 x 655 x 512";;;"Lexmark C910 Color Laser Printer";2005-07-15;;"516.68 EUR,735.8 USD"
11389;laser_led_printers;laser_led_printers,print_scan_sales,lexmark;a3-297-x-420-mm-;;;;;"Lexmark C910dn Colour Laser Printer. Maximum resolution: 600 x 600. Maximum print size: A3 (297 x 420 mm). Dimensions (WxDxH): 695 x 655 x 641";"Lexmark C910dn Colour Laser Printer, 600 x 600, A3 (297 x 420 mm), 695 x 655 x 641";;;"Lexmark C910dn Colour Laser Printer";2005-07-15;;"565.43 EUR,815.63 USD"
11410;laser_led_printers;laser_led_printers,print_scan_sales,lexmark;;;;;;"The value of one single unit for both colour and monochrome requirements\nAn affordable colour cost per page and a mono cost per page competitive with traditional mono laser printers ! \n\nSingle-element, high-yield cartridges and large paper capacity ensure a low intervention rate and great maintenance savings.\n\nWith print-and-hold features, you can proof the job at the machine and then press a button to continue printing, avoiding wastes.\n\nIT managers can set mono/colour restrictions based on the different printing needs of each employee or workgroup.\n\n3 automatic toner-saver levels save you up to 50% on toner cartridges and let you optimise your output when needed.\n\nUp to 5 input sources that can hold up to 3100 sheets to keep the work flow moving.\n\nOptional mailbox and output stackers.\nOptional finisher for hole punching and stapling.\nOptional automatic duplex printing (standard on C750dn model).\n\nOne-pass printing, transferring all four colours to the document at the same time, enabling 20 ppm printing in colour or monochrome.\n\nTrue 1200x1200 dpi and/or 2400 IQ modes ensure perfect quality documents for all your needs, whether in colour or monochrome.\n\n350 MHz processor, offering top speed for even the most complex jobs.\n\nNear-photo-quality output, thanks to brand new colour tables and automatic belt registration for complete accuracy in process printing.\n\nVery quick 20-second time to first colour page!";"C750fn 20ppm/128MB/USB/Finishing/Networking";;;"Lexmark C750fn Color Laser Printer + finishing + networking";2005-06-27;;"731.29 EUR,374.99 USD"
11411;laser_led_printers;laser_led_printers,print_scan_sales,lexmark;a3-297-x-420-mm-;;;;;"Lexmark C910fn Colour Laser Printer. Maximum print size: A3 (297 x 420 mm). Dimensions (WxDxH): 1191 x 655 x 1028";"Lexmark C910fn Colour Laser Printer, A3 (297 x 420 mm), 1191 x 655 x 1028";;;"Lexmark C910fn Colour Laser Printer";2005-07-15;;"983.86 USD"
11418;laser_led_printers;laser_led_printers,print_scan_sales,lexmark;a3-297-x-420-mm-;"21 KILOGRAM";;;;"Lexmark's W812 mono laser offers a powerful yet easy-to-use printing solution for your various output requirements. With businesses relying more and more on diverse media, such as drafting and design output, Lexmark created the W812 for complete versatility in an A3 package. But the performance doesn't stop there. The W812 combines 26 ppm with 8 seconds time to first page, so waiting for print jobs is practically a thing of the past!\n\n300 MHz processor\nDuplex printing option (standard on W812dtn)\nParrallel and USB ports on base model\n65,000 pages monthly duty cycle\nOne Year warranty";"Lexmark W812";;;"Lexmark W812 NON 16MB 26ppm 1200dpi A3 A4";2005-06-27;;"512.28 EUR,808.08 USD"
11420;laser_led_printers;laser_led_printers,print_scan_sales,lexmark;a3-297-x-420-mm-;"2.9 KILOGRAM";;;;"The fast and affordable printer for A3 applications.";"Lexmark W812dtn";;;"Lexmark W812DTN LASER 26PPM A3 PAR";2005-06-27;;"843.29 EUR"
