sku;family;categories;color_scanning;maximum_scan_size;weight;power_requirements;description-fr_FR-print;description-fr_FR-mobile;description-en_US-print;description-en_US-mobile;description-de_DE-print;description-de_DE-mobile;name;release_date;picture;price
10655295;scanners;scanners,print_scan_sales,kodak;1;0;;;;;"<b>Energize your information for a competitive edge</b>\n\nToday’s business runs on information. But when that information is on paper, it can slow you down. Get things flowing faster with the KODAK i2800 Scanner. It lets you extract critical information from documents at the point of entry, for quick distribution to decision-makers who need it. So money to be gained isn’t left waiting for choices to be made.\n\nNo matter what size your business or department is, the reliable performance of the KODAK i2800 Scanner can enable collaboration right from your desktop. It decreases processing time for information that needs to be shared for review, reference, approval, and legal and compliance reasons. This helps increase both internal and external customer satisfaction, and saves your company time and money. Plus, if your business has branch offices or field agents, distributed capture allows document images to be immediately sent to a central location for easy access.\n\nHelp your company get ahead with a scanning solution that can bring you increased security, faster internal processes, better teamwork, and a host of other business benefits—the KODAK i2800 Scanner.";"i2800 (for Government), dual CCD, 600 dpi, USB 2.0, 32 W";;;"Kodak i2800 for Govt";2011-08-18;images/15743_10655295-2946.jpg;"377.3 EUR,524.13 USD"
10655470;scanners;scanners,print_scan_sales,canon;1;0;;;;;"The Canon imageFORMULA DR-C125 Document Scanner's innovative space-saving design makes it a standout in any office environment for improving information accessibility, management, and collaboration. Its flexibility and high image quality are only surpassed by its easy use, making it ideal for converting and capturing paper-based documents to digital format.\n\nThe DR-C125 scanner is ideal for general purpose distributed scanning of a variety of document types. In corporate or remote offices, this scanner is well-suited for use by individuals or small workgroups to modernize paper-based processes, increasing efficiency and productivity. Legal services, financial services, healthcare, government, and other industries can benefit from its small size and easy use.\n\n- Space Saving\n- Easy Use\n- Flexibility\n- High Image Quality\n- Environment In Mind\n- Customer Care";"DR-C125, 600 x 600dpi, 24-bit, 25ipm/50ipm simplex/duplex, USB2.0, 2.58kg, Black";;;"Canon imageFormula DR-C125";2011-08-18;images/10655470-4868.jpg;"379.5 EUR"
10661721;scanners;scanners,print_scan_sales,kodak;1;0;;;;;"<b>Energize your information for a competitive edge</b>\n\nToday’s business runs on information. But when that information is on paper, it can slow you down. Get things flowing faster with the KODAK i2600 Scanner. It lets you extract critical information from documents at the point of entry, for quick distribution to decision-makers who need it. So money to be gained isn’t left waiting for choices to be made.\n\nNo matter what size your business or department is, the reliable performance of the KODAK i2600 Scanner can enable collaboration right from your desktop. It decreases processing time for information that needs to be shared for review, reference, approval, and legal and compliance reasons. This helps increase both internal and external customer satisfaction, and saves your company time and money. Plus, if your business has branch offices or field agents, distributed capture allows document images to be immediately sent to a central location for easy access.\n\nHelp your company get ahead with a scanning solution that can bring you increased security, faster internal processes, better teamwork, and a host of other business benefits—the KODAK i2600 Scanner.";"i2600 (for Government), dual CCD, 600 dpi, USB 2.0, 32 W";;;"Kodak i2600 for Govt";2011-08-18;images/15743_10661721-4414.jpg;"525.04 EUR,457.67 USD"
10662127;scanners;scanners,print_scan_sales,kodak;1;0;;;;;"<b>Add a Smart Touch to your office</b>\n\nTake a moment to think about those multiple-step scanning operations that are done again and again, day after day. Scanning, editing, naming, choosing a file format—it’s so repetitive. Now imagine the time and money you could save by doing all that at the press of a button. That’s what Kodak’s Smart Touch functionality is all about.\n\nThe KODAK i2400 Scanner with built-in Smart Touch functionality lets you capture, manage, process, and deliver PDFs and other file formats—automating processes that previously were time-consuming.\n\nFor example, a business could configure its purchase orders scanning process as Option 3. Then anyone who needs to scan purchase orders can just press a button to choose “3” and the documents would be scanned and sent to their proper destination—no training or programming required. Make your work easier, faster, and smarter with Kodak’s Smart Touch functionality.";"i2400 (for Government), dual CCD, 600 dpi, USB 2.0, 32 W";;;"Kodak i2400 for Govt";2011-08-18;images/15743_10662127-3321.jpg;"370.7 EUR"
10673360;scanners;scanners,print_scan_sales,kodak;;0;;;;;"Part of the Kodak i5000 Scanner Series, the i5800 Scanner delivers up to 210 ppm true performance (with all imaging features enabled), and provides a height-adjustable pedestal, offering the ideal scanning position for every operator.\n\nIt’s a better, ergonomically correct answer for superior production scanning, featuring Kodak Dynamic Flow Technology, our breakthrough digital architecture that delivers optimized memory allocation and processing paths. It’s a complete customizable solution aligned with end user business goals – only from Kodak, the high-volume market leader.";"CCD, White LEDs, 600dpi, up to 210 ppm, USB 2.0, height-adjustable pedestal, 186 kg, 250 W";;;"Kodak i5800";2011-08-18;images/10673360-2872.jpg;"305.65 EUR,259.16 USD"
10795147;scanners;scanners,print_scan_sales,canon;1;0;;;;;"With a combination of performance, convenience, and flexibility, the Canon imageFORMULA DR-M160 scanner is a compact document imaging solution for office environments. Its user-friendly design, high-quality image processing, reliable item handling, and intelligent software offer end-to-end options for capturing, converting, communicating, and controlling business information.\n\nToday, operating costs are on the rise, making ROI harder to achieve. Fortunately for workgroups and departments in any industry, the DR-M160 scanner provides the basis for efficient records management and paperwork reduction. It delivers capture capabilities that make it an ideal addition especially in the legal, financial, healthcare, and government sectors.\n\n- Exceptional Performance\n- Usable Design\n- Very Reliable Feeding\n- High Quality Scanning\n- Bundled Software Solutions\n- Environment In Mind\n- Customer Care";"DR-M160, 600 x 600dpi, 60ppm simplex / 120ipm duplex, 24-bit, 3.19kg, White";;;"Canon imageFormula DR-M160";2011-09-02;images/10795147-8819.jpg;"734.4 EUR,505.86 USD"
10796389;scanners;scanners,print_scan_sales,lexmark;1;0;;;;;"Geared for Demanding Scanning Applications\n\nThe Lexmark 6500e MFP Option transforms Lexmark T650, T652 and T654 single-function printers into fully featured multifunction devices for paper-intensive workgroups or departments.";"Scan Unit w/ 10.2"" Lexmark e-Task Color Touch Screen, f/Lexmark T650/T652/T654, 600 X 600 ppi, CPU 900MHz, Memory 512MB, USB 2.0, RJ-45, Gigabit Ethernet, 5dBA";;;"Lexmark 6500e MFP Option";2011-09-02;images/10796389-9312.jpg;"733.07 EUR,953.73 USD"
10797438;scanners;scanners,print_scan_sales,canon;1;0;;;;;"<b>Features</b>\n- Slim, compact design with unique vertical J-Path feeding.\n- Simple and easy scanning thanks to intuitive features.\n- High speed duplex scanning: up to 25ppm at 300dpi.\n- Full software pack for all your scanning needs.\n- Hybrid model for Mac and Windows users.\n\n<b>Super-compact, easy to use scanner that can be positioned on the smallest desktops</b>\n<b>Compact profile, unique design</b>\nCombining unique design and innovative features, the DR-C125 offers affordable scanning without compromising on performance. Its vertical J-Path transport system means the DR-C125 has the smallest footprint in its class. The DR-C125 can be placed directly abutting a rear wall or on a counter-top where space is limited. Thick or embossed cards can be scanned with ease thanks to a straight through paper path option that makes the DR-C125 extremely versatile.\n\n<b>Fast and reliable scanning</b>\nThe DR-C125 offers impressive scanning colour speeds up to 25ppm (or 50 images per minute in duplex), while reliable paper handling is assured thanks to Ultrasonic Double Feed Detection.\n\n<b>Easy operation, superb results</b>\nThe DR-C125 is packed with innovative features to help make the scanning process easier for users. CaptureOnTouch incorporates a Full Auto Mode function that automatically applies the best settings based on document content. With simple one-touch scanning, operation complicated tasks can now be completed in a few seconds. Another innovative feature of the DR-C125 is the ‘face-up’ document feeding option, which allows users to feed documents in their natural orientation to save valuable time.\n\n<b>Redesigned CaptureOnTouch</b>\nCaptureOnTouch has been redesigned with a streamlined user interface for a more intuitive scanning experience. Users can quickly convert their paper documents to multiple file formats (PDF, TIFF, JPEG, BMP and PowerPoint) and can also scan documents directly into SharePoint or Evernote. For a simple document filing solution, use CaptureOnTouch – and create searchable PDF documents that enable easy text-based search and retrieval. Documents can also be scanned to PDF/A files – the standard format for long-term archiving.\n\n<b>Powerful and versatile software</b>\nThe DR-C125 comes with a powerful range of ‘out of the box’ software that will enable users to work more efficiently. Along with CaptureOnTouch; Bizcard, OmniPage, Paperport, eCopy PDF Pro Office and PageManager (Mac) are all included to help increase productivity.\n\n<b>Scan to the cloud</b>\nScan direct to the cloud-based data management service, Evernote. The CaptureOnTouch software includes a job button that scans and sends data directly to Evernote servers. Information can then be retrieved using your mobile smart phone or PC from anywhere around the world.";"600dpi, LED, 30 shts, 24-bit, USB 2.0, 2.6Kg, Black";;;"Canon imageFormula DR-C125";2011-09-03;images/10797438-7290.jpg;
10797439;scanners;scanners,print_scan_sales,canon;1;0;;;;;"<b>Fast scanning for paper-intensive environments</b>\nWith impressive duplex scanning speeds of up to 60ppm/120ipm at 300dpi which is ideal for OCR processing, the DR-M160 is built for high quality scanning in demanding environments\n\n<b>Robust design for fast delivery</b>\nThe robust design includes an impressive 60-sheet feeder, which accommodates mixed batched documents to help boost workgroup productivity. The DR-M160 is designed to provide super-reliable feeding and separation of various media types; from thick to thin sheets, and from embossed cards to three metre-long documents. Built to handle up to 7000 scans/day, the DR-M160 includes heavy-duty feed rollers and a solid paper transport that make it extremely durable and able to take on heavier workloads.\n\n<b>Trouble-free paper handling</b>\nA unique separation retry system allows the scanner to automatically re-feed documents on the rare occasions when a double feed detection occurs, helping to minimise any need for user intervention. The double feed release button allows the user to quickly ignore a double feed detection and continue scanning.\n\n<b>Intuitive bundled software for ease of use</b>\nThe imageFORMULA DR-M160 comes with software that is easy to use for seamless scanning and document management. CaptureOnTouch has an intuitive user interface that incorporates a Full Auto Mode function for simplified scanning operation; and it also supports scanning to multiple file formats (PDF, PDF-A, TIFF, JPEG, BMP and PowerPoint) and connectivity to SharePoint. CapturePerfect is ideal for more mission critical batch scanning, as it provides the ultimate in viewing capabilities and send methods – including direct to folder, email and SharePoint. Also included are the industry-leading image processing software Kofax VRS and eCopy PDF Pro Office, for quickly creating, editing and converting PDF documents.\n\n\n<b>Add a Flatbed Scanner Unit 101</b>\nThe optional Flatbed Unit 101 is an ideal partner for DR-M160. Easily attachable (via USB Cable) it is designed to work seamlessly for scanning bound or fragile documents with high precision.";"600dpi, CMOS CIS, RGB LED, A4, USB 2.0, 3.2kg, Grey";;;"Canon DR M160";2011-09-03;images/10797439-9504.jpg;"848.78 EUR"
10823106;scanners;scanners,print_scan_sales,ion;;;;;;;"<b>Enjoy your favorite pictures at home or on the go.</b>\n\nRediscover your long-lost 35mm slides and film negatives with FILM 2 SD. This high-quality scanner transfers your images directly onto an SD card so you can enjoy your old pictures with the latest technology. Thanks to FILM 2 SD's large, full-color LCD screen, you don't even need a computer to make it work!\n\nWith all of your pictures on an SD card, you can view them on digital picture frames, televisions, mobile phones, computers, and other portable devices*. Imagine all of your memories with you at home or anywhere you go.\n\nFILM 2 SD is fast and easy to use. Just one button starts the scan, which takes an average of one to two seconds! Convenient auto focus, auto exposure, and auto-color balance mean you don't have to be a photo whiz to make great digital images, and the included Rapid Slide Feeder allows loading of up to 20 slides at a time for quick, hassle free scanning; you'll be reliving all of your treasured memories in no time! FILM 2 SD does all the hard work for you.\n\nFILM 2 SD has a built-in SD card slot, so you can scan directly to most SD, SDHC, and micro SD cards without needing a computer. FILM 2 SD comes with an SD card to get you started, and additional cards are available from nearly any electronics retailer. If you have a computer, you can also connect FILM 2 SD using the included USB cable. When connected to your Mac or PC, FILM 2 SD becomes a handy SD card reader, so you can drag and drop your pictures from the card onto your hard drive.\n\nFILM 2 SD makes high-resolution, scans of all of your color and black & white slides and film negatives. FILM 2 SD is portable, lightweight, and has an ultra-small footprint so you can take it with you and scan your friends' and family's pictures too.\n\nIf you own an iPad and an Apple iPad Camera Connection Kit**, you can get even more out of your FILM 2 SD. Just take the SD card from your FILM 2 SD and put it into the SD-card adapter that comes with Apple’s kit and your iPad will instantly recognize the photos from your FILM 2 SD and import them to your iPad’s photo library; no drivers to install, no hassle. Once you import all your photos to your iPad, you can share them instantly with others on the web by using email, the Facebook app or other iPad apps that let you share photos.\n\nStart rediscovering your old pictures today with FILM 2 SD.";"35mm Film and Slide Scanner";;;"ION Film 2 SD";2011-09-07;images/10823106-9165.jpg;"660.67 USD"
10958615;scanners;scanners,print_scan_sales,kodak;1;0;"34 KILOGRAM";;;;"<b>Turn Chaos into Efficiency and Efficiency into Advantage.</b>\n\nDigitizing and managing a whirlwind of documents just got easier. With the most versatile capture solution Kodak has ever built, you’ll be ready for production scanning the day you open the box. Introducing the all-new KODAK i4000 Series Scanners. We took everything we’ve ever learned about document management and built an entirely original platform to help you control information, automate processes, and take productivity to new heights.\n\nIt’s time for a solution that will meet your needs today and can grow to meet your needs tomorrow. It’s time for you and Kodak.\n\nIt’s tough. It’s simple. And it was engineered from scratch by listening to your needs, then delivering on every one of them. Just look below and decide what you’re looking for from a document capture solution, then learn how the new KODAK i4000 Series Scanners can give it to you.\n\n<b>Simplicity and ease of integration</b>\nKodak’s Smart Touch Feature delivers out-of-the-box productivity that easily automates multiple tasks with powerful “one touch” scanning.\n\nErgonomic design for easier loading and unloading.\n\nOur new capture platform allows easy upgrades and simple integration with your new IT strategy or existing process.\n\nOutput to multiple file formats and destinations, and scan to other applications.\n\n<b>Worry-free, consistent image quality</b>\nKodak’s Perfect Page Technology makes adjusting scanner settings a thing of the past.\n\nPerfect Page image processing provides exceptional scans and images time after time, even from less-than-perfect documents, reducing the need for rescans and post-image processing.\n\nStreak Filtering corrects for real-world conditions you can’t control, such as dust.\n\n<b>Longevity and ease of mind</b>\nWhen volume increases, enhanced functionality and speed are easily added — it’s the only scanner series in its class that allows field upgrades.\n\nRugged design and steel-welded frame ensure high performance and reliability.\n\nKODAK Service and Support helps you keep things running smoothly.\n\n<b>More efficiency, less downtime</b>\nMaintains full rated speed with valuable features like Auto Orientation, Auto Crop, and Skew Detection enabled. Similar features can slow non-Kodak scanners by as much as 59 percent.**\n\nBased on benchmark testing conducted by Kodak.\n\nSurePath Paper Handling delivers advanced feeding and stacking functions for increased performance and reduced prep time.\n\nMeets real-world needs with virtually jamfree operation for practically any document in any condition.\n\nControlled Stacking neatly aligns stacks in the same order you put them in.\n\nReliably detects double feeds so you won’t lose an image.\n\nPowerful, compact scanner, offering 500-sheet input capacity.\n\nOptional A3 and A4 ""tethered"" flatbed scanners for added capability to scan odd-size, delicate or irreplaceable documents.\n\n<b>A complete solution from a single, trusted source</b>\nHardware - One scanner to handle almost any size, thickness or quality.\n\n<b>Software</b>\n- Smart Touch and KODAK Capture Desktop are in the box— no third-party software to buy. \n\nService and Support - World-class service for both Kodak and non-Kodak products. Response time in four hours or less when necessary.";"I4200 - 600 dpi, CCD, JPEG, USB 2.0, 53dB, 34000g, Black/Grey";;;"Kodak I4200";2011-09-09;images/10958615-1601.jpg;"360.56 EUR,411.91 USD"
